_element_key,_element_name,_element_type,_list_child_element_keys
birthdate,birthdate,string,[]
birthdate_image_0,birthdate_image_0,mimeUri,"[""birthdate_image_0_uriFragment"",""birthdate_image_0_contentType""]"
birthdate_image_0_contentType,contentType,string,[]
birthdate_image_0_uriFragment,uriFragment,string,[]
bottlefed,bottlefed,string,[]
bottlefed_image_0,bottlefed_image_0,mimeUri,"[""bottlefed_image_0_uriFragment"",""bottlefed_image_0_contentType""]"
bottlefed_image_0_contentType,contentType,string,[]
bottlefed_image_0_uriFragment,uriFragment,string,[]
cardnum,cardnum,integer,[]
cardnum_image_0,cardnum_image_0,mimeUri,"[""cardnum_image_0_uriFragment"",""cardnum_image_0_contentType""]"
cardnum_image_0_contentType,contentType,string,[]
cardnum_image_0_uriFragment,uriFragment,string,[]
childid,childid,integer,[]
childid_image_0,childid_image_0,mimeUri,"[""childid_image_0_uriFragment"",""childid_image_0_contentType""]"
childid_image_0_contentType,contentType,string,[]
childid_image_0_uriFragment,uriFragment,string,[]
city,city,string,[]
city_image_0,city_image_0,mimeUri,"[""city_image_0_uriFragment"",""city_image_0_contentType""]"
city_image_0_contentType,contentType,string,[]
city_image_0_uriFragment,uriFragment,string,[]
dadgsm,dadgsm,integer,[]
dadgsm_image_0,dadgsm_image_0,mimeUri,"[""dadgsm_image_0_uriFragment"",""dadgsm_image_0_contentType""]"
dadgsm_image_0_contentType,contentType,string,[]
dadgsm_image_0_uriFragment,uriFragment,string,[]
dadname,dadname,string,[]
dadname_image_0,dadname_image_0,mimeUri,"[""dadname_image_0_uriFragment"",""dadname_image_0_contentType""]"
dadname_image_0_contentType,contentType,string,[]
dadname_image_0_uriFragment,uriFragment,string,[]
emergency,emergency,string,[]
emergency_image_0,emergency_image_0,mimeUri,"[""emergency_image_0_uriFragment"",""emergency_image_0_contentType""]"
emergency_image_0_contentType,contentType,string,[]
emergency_image_0_uriFragment,uriFragment,string,[]
familysupport,familysupport,string,[]
familysupport_image_0,familysupport_image_0,mimeUri,"[""familysupport_image_0_uriFragment"",""familysupport_image_0_contentType""]"
familysupport_image_0_contentType,contentType,string,[]
familysupport_image_0_uriFragment,uriFragment,string,[]
housenum,housenum,integer,[]
housenum_image_0,housenum_image_0,mimeUri,"[""housenum_image_0_uriFragment"",""housenum_image_0_contentType""]"
housenum_image_0_contentType,contentType,string,[]
housenum_image_0_uriFragment,uriFragment,string,[]
lessthan2_5kg,lessthan2_5kg,string,[]
lessthan2_5kg_image_0,lessthan2_5kg_image_0,mimeUri,"[""lessthan2_5kg_image_0_uriFragment"",""lessthan2_5kg_image_0_contentType""]"
lessthan2_5kg_image_0_contentType,contentType,string,[]
lessthan2_5kg_image_0_uriFragment,uriFragment,string,[]
lga,lga,string,[]
lga_image_0,lga_image_0,mimeUri,"[""lga_image_0_uriFragment"",""lga_image_0_contentType""]"
lga_image_0_contentType,contentType,string,[]
lga_image_0_uriFragment,uriFragment,string,[]
momgsm,momgsm,integer,[]
momgsm_image_0,momgsm_image_0,mimeUri,"[""momgsm_image_0_uriFragment"",""momgsm_image_0_contentType""]"
momgsm_image_0_contentType,contentType,string,[]
momgsm_image_0_uriFragment,uriFragment,string,[]
momname,momname,string,[]
momname_image_0,momname_image_0,mimeUri,"[""momname_image_0_uriFragment"",""momname_image_0_contentType""]"
momname_image_0_contentType,contentType,string,[]
momname_image_0_uriFragment,uriFragment,string,[]
name,name,string,[]
name_image_0,name_image_0,mimeUri,"[""name_image_0_uriFragment"",""name_image_0_contentType""]"
name_image_0_contentType,contentType,string,[]
name_image_0_uriFragment,uriFragment,string,[]
patientcode,patientcode,string,[]
patientcode_image_0,patientcode_image_0,mimeUri,"[""patientcode_image_0_uriFragment"",""patientcode_image_0_contentType""]"
patientcode_image_0_contentType,contentType,string,[]
patientcode_image_0_uriFragment,uriFragment,string,[]
scan_output_directory,scan_output_directory,string,[]
sex,sex,string,[]
sex_image_0,sex_image_0,mimeUri,"[""sex_image_0_uriFragment"",""sex_image_0_contentType""]"
sex_image_0_contentType,contentType,string,[]
sex_image_0_uriFragment,uriFragment,string,[]
sibblingunderweight,sibblingunderweight,string,[]
sibblingunderweight_image_0,sibblingunderweight_image_0,mimeUri,"[""sibblingunderweight_image_0_uriFragment"",""sibblingunderweight_image_0_contentType""]"
sibblingunderweight_image_0_contentType,contentType,string,[]
sibblingunderweight_image_0_uriFragment,uriFragment,string,[]
specialcare,specialcare,string,[]
specialcare_image_0,specialcare_image_0,mimeUri,"[""specialcare_image_0_uriFragment"",""specialcare_image_0_contentType""]"
