_partition,_aspect,_key,_type,_value
Column,given_addtlvacc_1,displayChoicesList,object,"[{""choice_list_name"":""given_addtlvacc_1_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":6}]"
Column,given_addtlvacc_2,displayChoicesList,object,"[{""choice_list_name"":""given_addtlvacc_2_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":7}]"
Column,given_opv1,displayChoicesList,object,"[{""choice_list_name"":""given_opv1_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":2}]"
Column,given_pcv1,displayChoicesList,object,"[{""choice_list_name"":""given_pcv1_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":4}]"
Column,given_penta1,displayChoicesList,object,"[{""choice_list_name"":""given_penta1_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":3}]"
Column,given_rota1,displayChoicesList,object,"[{""choice_list_name"":""given_rota1_grid_values"",""data_value"":""yes"",""display"":{""text"":""yes""},""_row_num"":5}]"
FormType,default,FormType.formType,string,SURVEY
SurveyUtil,default,SurveyUtil.formId,string,scan_childvacc_825_pg3
Table,default,colOrder,array,"[""scan_output_directory"",""qr_patientcode_image0_uriFragment"",""qr_patientcode_image0_contentType"",""qr_patientcode"",""nextvaccination_at10weeks_image0_uriFragment"",""nextvaccination_at10weeks_image0_contentType"",""nextvaccination_at10weeks"",""given_opv1_image0_uriFragment"",""given_opv1_image0_contentType"",""given_opv1"",""given_penta1_image0_uriFragment"",""given_penta1_image0_contentType"",""given_penta1"",""given_pcv1_image0_uriFragment"",""given_pcv1_image0_contentType"",""given_pcv1"",""given_rota1_image0_uriFragment"",""given_rota1_image0_contentType"",""given_rota1"",""opv1_dategiven_image0_uriFragment"",""opv1_dategiven_image0_contentType"",""opv1_dategiven"",""penta1_dategiven_image0_uriFragment"",""penta1_dategiven_image0_contentType"",""penta1_dategiven"",""pcv1_dategiven_image0_uriFragment"",""pcv1_dategiven_image0_contentType"",""pcv1_dategiven"",""rota1_dategiven_image0_uriFragment"",""rota1_dategiven_image0_contentType"",""rota1_dategiven"",""rota1_initials_image0_uriFragment"",""rota1_initials_image0_contentType"",""rota1_initials"",""pcv1_initials_image0_uriFragment"",""pcv1_initials_image0_contentType"",""pcv1_initials"",""penta1_initials_image0_uriFragment"",""penta1_initials_image0_contentType"",""penta1_initials"",""opv1_initials_image0_uriFragment"",""opv1_initials_image0_contentType"",""opv1_initials"",""addtlvacc_1_name_image0_uriFragment"",""addtlvacc_1_name_image0_contentType"",""addtlvacc_1_name"",""addtlvacc_2_name_image0_uriFragment"",""addtlvacc_2_name_image0_contentType"",""addtlvacc_2_name"",""given_addtlvacc_1_image0_uriFragment"",""given_addtlvacc_1_image0_contentType"",""given_addtlvacc_1"",""given_addtlvacc_2_image0_uriFragment"",""given_addtlvacc_2_image0_contentType"",""given_addtlvacc_2"",""addtlvacc_1_dategiven_image0_uriFragment"",""addtlvacc_1_dategiven_image0_contentType"",""addtlvacc_1_dategiven"",""addtlvacc_2_dategiven_image0_uriFragment"",""addtlvacc_2_dategiven_image0_contentType"",""addtlvacc_2_dategiven"",""addtlvacc_1_initials_image0_uriFragment"",""addtlvacc_1_initials_image0_contentType"",""addtlvacc_1_initials"",""addtlvacc_2_initials_image0_uriFragment"",""addtlvacc_2_initials_image0_contentType"",""addtlvacc_2_initials"",""nurse_notes_image0_uriFragment"",""nurse_notes_image0_contentType"",""nurse_notes""]"
Table,default,defaultViewType,string,SPREADSHEET
Table,default,displayName,object,"""scan_childvacc_825_pg3"""
